experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,condition,targetspeed,map_rotation,hit,targetpole_movement_location_0,rmcardemo_usa_movement_location_0,main_camera_movement_location_0
vr driving simulator,STBE06,1,1,1,1,11.7007,22.44589,0,4,241.7904,True,vr driving simulator/STBE06/S001/trackers/targetpole_movement_T001.csv,vr driving simulator/STBE06/S001/trackers/rmcardemo_usa_movement_T001.csv,vr driving simulator/STBE06/S001/trackers/main_camera_movement_T001.csv
vr driving simulator,STBE06,1,2,1,2,22.44589,34.22393,0,5,175.2873,True,vr driving simulator/STBE06/S001/trackers/targetpole_movement_T002.csv,vr driving simulator/STBE06/S001/trackers/rmcardemo_usa_movement_T002.csv,vr driving simulator/STBE06/S001/trackers/main_camera_movement_T002.csv
vr driving simulator,STBE06,1,3,1,3,34.22393,44.43603,0,4,137.0612,True,vr driving simulator/STBE06/S001/trackers/targetpole_movement_T003.csv,vr driving simulator/STBE06/S001/trackers/rmcardemo_usa_movement_T003.csv,vr driving simulator/STBE06/S001/trackers/main_camera_movement_T003.csv
vr driving simulator,STBE06,1,4,1,4,44.43603,56.20371,0,5,244.2681,True,vr driving simulator/STBE06/S001/trackers/targetpole_movement_T004.csv,vr driving simulator/STBE06/S001/trackers/rmcardemo_usa_movement_T004.csv,vr driving simulator/STBE06/S001/trackers/main_camera_movement_T004.csv
vr driving simulator,STBE06,1,5,1,5,56.20371,86.20429,0,6,184.6353,False,vr driving simulator/STBE06/S001/trackers/targetpole_movement_T005.csv,vr driving simulator/STBE06/S001/trackers/rmcardemo_usa_movement_T005.csv,vr driving simulator/STBE06/S001/trackers/main_camera_movement_T005.csv
vr driving simulator,STBE06,1,6,1,6,86.20429,96.24725,0,4,248.1218,True,vr driving simulator/STBE06/S001/trackers/targetpole_movement_T006.csv,vr driving simulator/STBE06/S001/trackers/rmcardemo_usa_movement_T006.csv,vr driving simulator/STBE06/S001/trackers/main_camera_movement_T006.csv
vr driving simulator,STBE06,1,7,1,7,96.24725,109.5496,0,6,218.5209,True,vr driving simulator/STBE06/S001/trackers/targetpole_movement_T007.csv,vr driving simulator/STBE06/S001/trackers/rmcardemo_usa_movement_T007.csv,vr driving simulator/STBE06/S001/trackers/main_camera_movement_T007.csv
vr driving simulator,STBE06,1,8,1,8,109.5496,119.5848,0,5,199.703,True,vr driving simulator/STBE06/S001/trackers/targetpole_movement_T008.csv,vr driving simulator/STBE06/S001/trackers/rmcardemo_usa_movement_T008.csv,vr driving simulator/STBE06/S001/trackers/main_camera_movement_T008.csv
vr driving simulator,STBE06,1,9,1,9,119.5848,136.6318,0,6,254.7036,True,vr driving simulator/STBE06/S001/trackers/targetpole_movement_T009.csv,vr driving simulator/STBE06/S001/trackers/rmcardemo_usa_movement_T009.csv,vr driving simulator/STBE06/S001/trackers/main_camera_movement_T009.csv
vr driving simulator,STBE06,1,10,1,10,136.6318,150.1563,0,5,217.8395,True,vr driving simulator/STBE06/S001/trackers/targetpole_movement_T010.csv,vr driving simulator/STBE06/S001/trackers/rmcardemo_usa_movement_T010.csv,vr driving simulator/STBE06/S001/trackers/main_camera_movement_T010.csv
vr driving simulator,STBE06,1,11,1,11,150.1563,166.5456,0,6,170.7727,True,vr driving simulator/STBE06/S001/trackers/targetpole_movement_T011.csv,vr driving simulator/STBE06/S001/trackers/rmcardemo_usa_movement_T011.csv,vr driving simulator/STBE06/S001/trackers/main_camera_movement_T011.csv
vr driving simulator,STBE06,1,12,1,12,166.5456,176.9655,0,4,269.9487,True,vr driving simulator/STBE06/S001/trackers/targetpole_movement_T012.csv,vr driving simulator/STBE06/S001/trackers/rmcardemo_usa_movement_T012.csv,vr driving simulator/STBE06/S001/trackers/main_camera_movement_T012.csv
vr driving simulator,STBE06,1,13,1,13,176.9655,188.8035,0,5,111.7583,True,vr driving simulator/STBE06/S001/trackers/targetpole_movement_T013.csv,vr driving simulator/STBE06/S001/trackers/rmcardemo_usa_movement_T013.csv,vr driving simulator/STBE06/S001/trackers/main_camera_movement_T013.csv
vr driving simulator,STBE06,1,14,1,14,188.8035,199.1622,0,4,161.8449,True,vr driving simulator/STBE06/S001/trackers/targetpole_movement_T014.csv,vr driving simulator/STBE06/S001/trackers/rmcardemo_usa_movement_T014.csv,vr driving simulator/STBE06/S001/trackers/main_camera_movement_T014.csv
vr driving simulator,STBE06,1,15,1,15,199.1622,213.776,0,6,261.3998,True,vr driving simulator/STBE06/S001/trackers/targetpole_movement_T015.csv,vr driving simulator/STBE06/S001/trackers/rmcardemo_usa_movement_T015.csv,vr driving simulator/STBE06/S001/trackers/main_camera_movement_T015.csv
vr driving simulator,STBE06,1,16,1,16,213.776,224.0905,0,4,91.45322,True,vr driving simulator/STBE06/S001/trackers/targetpole_movement_T016.csv,vr driving simulator/STBE06/S001/trackers/rmcardemo_usa_movement_T016.csv,vr driving simulator/STBE06/S001/trackers/main_camera_movement_T016.csv
vr driving simulator,STBE06,1,17,1,17,224.0905,238.4606,0,5,194.139,True,vr driving simulator/STBE06/S001/trackers/targetpole_movement_T017.csv,vr driving simulator/STBE06/S001/trackers/rmcardemo_usa_movement_T017.csv,vr driving simulator/STBE06/S001/trackers/main_camera_movement_T017.csv
vr driving simulator,STBE06,1,18,1,18,238.4606,250.2499,0,5,121.3599,True,vr driving simulator/STBE06/S001/trackers/targetpole_movement_T018.csv,vr driving simulator/STBE06/S001/trackers/rmcardemo_usa_movement_T018.csv,vr driving simulator/STBE06/S001/trackers/main_camera_movement_T018.csv
vr driving simulator,STBE06,1,19,1,19,250.2499,261.9855,0,5,244.2778,True,vr driving simulator/STBE06/S001/trackers/targetpole_movement_T019.csv,vr driving simulator/STBE06/S001/trackers/rmcardemo_usa_movement_T019.csv,vr driving simulator/STBE06/S001/trackers/main_camera_movement_T019.csv
vr driving simulator,STBE06,1,20,1,20,261.9855,272.9213,0,4,206.6179,True,vr driving simulator/STBE06/S001/trackers/targetpole_movement_T020.csv,vr driving simulator/STBE06/S001/trackers/rmcardemo_usa_movement_T020.csv,vr driving simulator/STBE06/S001/trackers/main_camera_movement_T020.csv
vr driving simulator,STBE06,1,21,1,21,272.9213,288.124,0,6,229.0359,True,vr driving simulator/STBE06/S001/trackers/targetpole_movement_T021.csv,vr driving simulator/STBE06/S001/trackers/rmcardemo_usa_movement_T021.csv,vr driving simulator/STBE06/S001/trackers/main_camera_movement_T021.csv
vr driving simulator,STBE06,1,22,1,22,288.124,298.3584,0,4,247.916,True,vr driving simulator/STBE06/S001/trackers/targetpole_movement_T022.csv,vr driving simulator/STBE06/S001/trackers/rmcardemo_usa_movement_T022.csv,vr driving simulator/STBE06/S001/trackers/main_camera_movement_T022.csv
vr driving simulator,STBE06,1,23,1,23,298.3584,313.3397,0,6,141.7586,True,vr driving simulator/STBE06/S001/trackers/targetpole_movement_T023.csv,vr driving simulator/STBE06/S001/trackers/rmcardemo_usa_movement_T023.csv,vr driving simulator/STBE06/S001/trackers/main_camera_movement_T023.csv
vr driving simulator,STBE06,1,24,1,24,313.3397,337.8971,0,6,247.7908,True,vr driving simulator/STBE06/S001/trackers/targetpole_movement_T024.csv,vr driving simulator/STBE06/S001/trackers/rmcardemo_usa_movement_T024.csv,vr driving simulator/STBE06/S001/trackers/main_camera_movement_T024.csv
