experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,condition,targetspeed,map_rotation,hit,targetpole_movement_location_0,rmcardemo_usa_movement_location_0,main_camera_movement_location_0
vr driving simulator,HEGE31,1,1,1,1,25.82562,38.51442,0,5,169.6303,True,vr driving simulator/HEGE31/S001/trackers/targetpole_movement_T001.csv,vr driving simulator/HEGE31/S001/trackers/rmcardemo_usa_movement_T001.csv,vr driving simulator/HEGE31/S001/trackers/main_camera_movement_T001.csv
vr driving simulator,HEGE31,1,2,1,2,38.51442,48.93705,0,4,147.5703,True,vr driving simulator/HEGE31/S001/trackers/targetpole_movement_T002.csv,vr driving simulator/HEGE31/S001/trackers/rmcardemo_usa_movement_T002.csv,vr driving simulator/HEGE31/S001/trackers/main_camera_movement_T002.csv
vr driving simulator,HEGE31,1,3,1,3,48.93705,78.93904,0,6,241.6309,False,vr driving simulator/HEGE31/S001/trackers/targetpole_movement_T003.csv,vr driving simulator/HEGE31/S001/trackers/rmcardemo_usa_movement_T003.csv,vr driving simulator/HEGE31/S001/trackers/main_camera_movement_T003.csv
vr driving simulator,HEGE31,1,4,1,4,78.93904,101.7649,0,6,244.8521,True,vr driving simulator/HEGE31/S001/trackers/targetpole_movement_T004.csv,vr driving simulator/HEGE31/S001/trackers/rmcardemo_usa_movement_T004.csv,vr driving simulator/HEGE31/S001/trackers/main_camera_movement_T004.csv
vr driving simulator,HEGE31,1,5,1,5,101.7649,113.3215,0,5,101.6292,True,vr driving simulator/HEGE31/S001/trackers/targetpole_movement_T005.csv,vr driving simulator/HEGE31/S001/trackers/rmcardemo_usa_movement_T005.csv,vr driving simulator/HEGE31/S001/trackers/main_camera_movement_T005.csv
vr driving simulator,HEGE31,1,6,1,6,113.3215,125.4572,0,6,208.2417,True,vr driving simulator/HEGE31/S001/trackers/targetpole_movement_T006.csv,vr driving simulator/HEGE31/S001/trackers/rmcardemo_usa_movement_T006.csv,vr driving simulator/HEGE31/S001/trackers/main_camera_movement_T006.csv
vr driving simulator,HEGE31,1,7,1,7,125.4572,137.7574,0,6,254.603,True,vr driving simulator/HEGE31/S001/trackers/targetpole_movement_T007.csv,vr driving simulator/HEGE31/S001/trackers/rmcardemo_usa_movement_T007.csv,vr driving simulator/HEGE31/S001/trackers/main_camera_movement_T007.csv
vr driving simulator,HEGE31,1,8,1,8,137.7574,147.8705,0,4,142.9513,True,vr driving simulator/HEGE31/S001/trackers/targetpole_movement_T008.csv,vr driving simulator/HEGE31/S001/trackers/rmcardemo_usa_movement_T008.csv,vr driving simulator/HEGE31/S001/trackers/main_camera_movement_T008.csv
vr driving simulator,HEGE31,1,9,1,9,147.8705,158.4964,0,5,200.5026,True,vr driving simulator/HEGE31/S001/trackers/targetpole_movement_T009.csv,vr driving simulator/HEGE31/S001/trackers/rmcardemo_usa_movement_T009.csv,vr driving simulator/HEGE31/S001/trackers/main_camera_movement_T009.csv
vr driving simulator,HEGE31,1,10,1,10,158.4964,168.4234,0,4,212.8912,True,vr driving simulator/HEGE31/S001/trackers/targetpole_movement_T010.csv,vr driving simulator/HEGE31/S001/trackers/rmcardemo_usa_movement_T010.csv,vr driving simulator/HEGE31/S001/trackers/main_camera_movement_T010.csv
vr driving simulator,HEGE31,1,11,1,11,168.4234,180.1702,0,5,222.1488,True,vr driving simulator/HEGE31/S001/trackers/targetpole_movement_T011.csv,vr driving simulator/HEGE31/S001/trackers/rmcardemo_usa_movement_T011.csv,vr driving simulator/HEGE31/S001/trackers/main_camera_movement_T011.csv
vr driving simulator,HEGE31,1,12,1,12,180.1702,193.7958,0,6,146.805,True,vr driving simulator/HEGE31/S001/trackers/targetpole_movement_T012.csv,vr driving simulator/HEGE31/S001/trackers/rmcardemo_usa_movement_T012.csv,vr driving simulator/HEGE31/S001/trackers/main_camera_movement_T012.csv
vr driving simulator,HEGE31,1,13,1,13,193.7958,205.5413,0,5,242.0543,True,vr driving simulator/HEGE31/S001/trackers/targetpole_movement_T013.csv,vr driving simulator/HEGE31/S001/trackers/rmcardemo_usa_movement_T013.csv,vr driving simulator/HEGE31/S001/trackers/main_camera_movement_T013.csv
vr driving simulator,HEGE31,1,14,1,14,205.5413,215.6317,0,4,162.3909,True,vr driving simulator/HEGE31/S001/trackers/targetpole_movement_T014.csv,vr driving simulator/HEGE31/S001/trackers/rmcardemo_usa_movement_T014.csv,vr driving simulator/HEGE31/S001/trackers/main_camera_movement_T014.csv
