time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,forward_direction
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9665,-12,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9775,-12.00121,3,70,0,0,0,(0.0_ 0.0_ 1.0)
539.9884,-12.0036,3,70,0,0,0,(0.0_ 0.0_ 1.0)
540.0005,-12.00591,3,70,0,0,0,(0.0_ 0.0_ 1.0)
540.011,-12.00666,3,70,0,0,0,(0.0_ 0.0_ 1.0)
540.0218,-12.00608,3,70,0,0,0,(0.0_ 0.0_ 1.0)
540.0333,-12.00555,3,70,0,0,0,(0.0_ 0.0_ 1.0)
540.0439,-12.00381,3,70,0,0,0,(0.0_ 0.0_ 1.0)
540.0553,-12.00331,3,70,0,0,0,(0.0_ 0.0_ 1.0)
540.0667,-12.00418,3,70,0,0,0,(0.0_ 0.0_ 1.0)
540.0779,-12.00407,3,70,0,0,0,(0.0_ 0.0_ 1.0)
540.0912,-12.00385,3,70,0,0,0,(0.0_ 0.0_ 1.0)
540.1015,-12.00363,3,70,0,0,0,(0.0_ 0.0_ 1.0)
540.1104,-12.0032,3,70,0,0,0,(0.0_ 0.0_ 1.0)
540.1246,-12.00001,3,70,0,0,0,(0.0_ 0.0_ 1.0)
540.1326,-11.99879,3,70,0,0,0,(0.0_ 0.0_ 1.0)
540.1443,-11.99824,3,70,0,0,0,(0.0_ 0.0_ 1.0)
540.1555,-11.99624,3,70,0,0,0,(0.0_ 0.0_ 1.0)
540.166,-11.99483,3,70,0,0,0,(0.0_ 0.0_ 1.0)
540.1765,-11.99386,3,70,0,0,0,(0.0_ 0.0_ 1.0)
540.1883,-11.99157,3,70,0,0,0,(0.0_ 0.0_ 1.0)
540.1998,-11.98932,3,70,0,0,0,(0.0_ 0.0_ 1.0)
540.2106,-11.98877,3,70,0,0,0,(0.0_ 0.0_ 1.0)
540.2222,-11.98993,3,70,0,0,0,(0.0_ 0.0_ 1.0)
