experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,condition,targetspeed,map_rotation,hit,targetpole_movement_location_0,rmcardemo_usa_movement_location_0,main_camera_movement_location_0
vr driving simulator,EBSU21,1,1,1,1,10.40687,28.30723,0,6,98.79543,False,vr driving simulator/EBSU21/S001/trackers/targetpole_movement_T001.csv,vr driving simulator/EBSU21/S001/trackers/rmcardemo_usa_movement_T001.csv,vr driving simulator/EBSU21/S001/trackers/main_camera_movement_T001.csv
vr driving simulator,EBSU21,1,2,1,2,28.30723,40.84144,0,5,96.1958,True,vr driving simulator/EBSU21/S001/trackers/targetpole_movement_T002.csv,vr driving simulator/EBSU21/S001/trackers/rmcardemo_usa_movement_T002.csv,vr driving simulator/EBSU21/S001/trackers/main_camera_movement_T002.csv
vr driving simulator,EBSU21,1,3,1,3,40.84144,51.56547,0,5,209.1124,True,vr driving simulator/EBSU21/S001/trackers/targetpole_movement_T003.csv,vr driving simulator/EBSU21/S001/trackers/rmcardemo_usa_movement_T003.csv,vr driving simulator/EBSU21/S001/trackers/main_camera_movement_T003.csv
vr driving simulator,EBSU21,1,4,1,4,51.56547,62.07769,0,4,169.4962,True,vr driving simulator/EBSU21/S001/trackers/targetpole_movement_T004.csv,vr driving simulator/EBSU21/S001/trackers/rmcardemo_usa_movement_T004.csv,vr driving simulator/EBSU21/S001/trackers/main_camera_movement_T004.csv
vr driving simulator,EBSU21,1,5,1,5,62.07769,78.81328,0,6,151.867,True,vr driving simulator/EBSU21/S001/trackers/targetpole_movement_T005.csv,vr driving simulator/EBSU21/S001/trackers/rmcardemo_usa_movement_T005.csv,vr driving simulator/EBSU21/S001/trackers/main_camera_movement_T005.csv
vr driving simulator,EBSU21,1,6,1,6,78.81328,93.28094,0,5,252.9993,False,vr driving simulator/EBSU21/S001/trackers/targetpole_movement_T006.csv,vr driving simulator/EBSU21/S001/trackers/rmcardemo_usa_movement_T006.csv,vr driving simulator/EBSU21/S001/trackers/main_camera_movement_T006.csv
vr driving simulator,EBSU21,1,7,1,7,93.28094,105.2815,0,5,159.6093,True,vr driving simulator/EBSU21/S001/trackers/targetpole_movement_T007.csv,vr driving simulator/EBSU21/S001/trackers/rmcardemo_usa_movement_T007.csv,vr driving simulator/EBSU21/S001/trackers/main_camera_movement_T007.csv
vr driving simulator,EBSU21,1,8,1,8,105.2815,115.4489,0,4,227.3633,True,vr driving simulator/EBSU21/S001/trackers/targetpole_movement_T008.csv,vr driving simulator/EBSU21/S001/trackers/rmcardemo_usa_movement_T008.csv,vr driving simulator/EBSU21/S001/trackers/main_camera_movement_T008.csv
vr driving simulator,EBSU21,1,9,1,9,115.4489,125.7384,0,4,101.1893,True,vr driving simulator/EBSU21/S001/trackers/targetpole_movement_T009.csv,vr driving simulator/EBSU21/S001/trackers/rmcardemo_usa_movement_T009.csv,vr driving simulator/EBSU21/S001/trackers/main_camera_movement_T009.csv
vr driving simulator,EBSU21,1,10,1,10,125.7384,142.9507,0,6,176.4079,False,vr driving simulator/EBSU21/S001/trackers/targetpole_movement_T010.csv,vr driving simulator/EBSU21/S001/trackers/rmcardemo_usa_movement_T010.csv,vr driving simulator/EBSU21/S001/trackers/main_camera_movement_T010.csv
vr driving simulator,EBSU21,1,11,1,11,142.9507,153.3184,0,4,241.8267,True,vr driving simulator/EBSU21/S001/trackers/targetpole_movement_T011.csv,vr driving simulator/EBSU21/S001/trackers/rmcardemo_usa_movement_T011.csv,vr driving simulator/EBSU21/S001/trackers/main_camera_movement_T011.csv
vr driving simulator,EBSU21,1,12,1,12,153.3184,165.7085,0,5,105.043,True,vr driving simulator/EBSU21/S001/trackers/targetpole_movement_T012.csv,vr driving simulator/EBSU21/S001/trackers/rmcardemo_usa_movement_T012.csv,vr driving simulator/EBSU21/S001/trackers/main_camera_movement_T012.csv
vr driving simulator,EBSU21,1,13,1,13,165.7085,176.065,0,4,150.81,True,vr driving simulator/EBSU21/S001/trackers/targetpole_movement_T013.csv,vr driving simulator/EBSU21/S001/trackers/rmcardemo_usa_movement_T013.csv,vr driving simulator/EBSU21/S001/trackers/main_camera_movement_T013.csv
vr driving simulator,EBSU21,1,14,1,14,176.065,186.544,0,4,163.2127,True,vr driving simulator/EBSU21/S001/trackers/targetpole_movement_T014.csv,vr driving simulator/EBSU21/S001/trackers/rmcardemo_usa_movement_T014.csv,vr driving simulator/EBSU21/S001/trackers/main_camera_movement_T014.csv
vr driving simulator,EBSU21,1,15,1,15,186.544,207.0489,0,6,213.2993,False,vr driving simulator/EBSU21/S001/trackers/targetpole_movement_T015.csv,vr driving simulator/EBSU21/S001/trackers/rmcardemo_usa_movement_T015.csv,vr driving simulator/EBSU21/S001/trackers/main_camera_movement_T015.csv
vr driving simulator,EBSU21,1,16,1,16,207.0489,221.0498,0,6,229.264,True,vr driving simulator/EBSU21/S001/trackers/targetpole_movement_T016.csv,vr driving simulator/EBSU21/S001/trackers/rmcardemo_usa_movement_T016.csv,vr driving simulator/EBSU21/S001/trackers/main_camera_movement_T016.csv
vr driving simulator,EBSU21,1,17,1,17,221.0498,234.7398,0,6,107.0167,False,vr driving simulator/EBSU21/S001/trackers/targetpole_movement_T017.csv,vr driving simulator/EBSU21/S001/trackers/rmcardemo_usa_movement_T017.csv,vr driving simulator/EBSU21/S001/trackers/main_camera_movement_T017.csv
vr driving simulator,EBSU21,1,18,1,18,234.7398,245.3971,0,4,93.90852,True,vr driving simulator/EBSU21/S001/trackers/targetpole_movement_T018.csv,vr driving simulator/EBSU21/S001/trackers/rmcardemo_usa_movement_T018.csv,vr driving simulator/EBSU21/S001/trackers/main_camera_movement_T018.csv
