experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,condition,targetspeed,map_rotation,hit,targetpole_movement_location_0,rmcardemo_usa_movement_location_0,main_camera_movement_location_0
vr driving simulator,BIPE20,1,1,1,1,9.836955,30.13898,0,6,126.176,True,vr driving simulator/BIPE20/S001/trackers/targetpole_movement_T001.csv,vr driving simulator/BIPE20/S001/trackers/rmcardemo_usa_movement_T001.csv,vr driving simulator/BIPE20/S001/trackers/main_camera_movement_T001.csv
vr driving simulator,BIPE20,1,2,1,2,30.13898,40.52934,0,4,226.5647,True,vr driving simulator/BIPE20/S001/trackers/targetpole_movement_T002.csv,vr driving simulator/BIPE20/S001/trackers/rmcardemo_usa_movement_T002.csv,vr driving simulator/BIPE20/S001/trackers/main_camera_movement_T002.csv
vr driving simulator,BIPE20,1,3,1,3,40.52934,53.74276,0,6,190.6738,True,vr driving simulator/BIPE20/S001/trackers/targetpole_movement_T003.csv,vr driving simulator/BIPE20/S001/trackers/rmcardemo_usa_movement_T003.csv,vr driving simulator/BIPE20/S001/trackers/main_camera_movement_T003.csv
vr driving simulator,BIPE20,1,4,1,4,53.74276,71.66863,0,6,195.6259,True,vr driving simulator/BIPE20/S001/trackers/targetpole_movement_T004.csv,vr driving simulator/BIPE20/S001/trackers/rmcardemo_usa_movement_T004.csv,vr driving simulator/BIPE20/S001/trackers/main_camera_movement_T004.csv
vr driving simulator,BIPE20,1,5,1,5,71.66863,91.60403,0,6,145.6156,True,vr driving simulator/BIPE20/S001/trackers/targetpole_movement_T005.csv,vr driving simulator/BIPE20/S001/trackers/rmcardemo_usa_movement_T005.csv,vr driving simulator/BIPE20/S001/trackers/main_camera_movement_T005.csv
vr driving simulator,BIPE20,1,6,1,6,91.60403,114.717,0,6,252.4577,True,vr driving simulator/BIPE20/S001/trackers/targetpole_movement_T006.csv,vr driving simulator/BIPE20/S001/trackers/rmcardemo_usa_movement_T006.csv,vr driving simulator/BIPE20/S001/trackers/main_camera_movement_T006.csv
vr driving simulator,BIPE20,1,7,1,7,114.717,125.4974,0,5,224.6498,True,vr driving simulator/BIPE20/S001/trackers/targetpole_movement_T007.csv,vr driving simulator/BIPE20/S001/trackers/rmcardemo_usa_movement_T007.csv,vr driving simulator/BIPE20/S001/trackers/main_camera_movement_T007.csv
vr driving simulator,BIPE20,1,8,1,8,125.4974,136.6545,0,4,233.3131,True,vr driving simulator/BIPE20/S001/trackers/targetpole_movement_T008.csv,vr driving simulator/BIPE20/S001/trackers/rmcardemo_usa_movement_T008.csv,vr driving simulator/BIPE20/S001/trackers/main_camera_movement_T008.csv
vr driving simulator,BIPE20,1,9,1,9,136.6545,166.6558,0,6,228.8301,False,vr driving simulator/BIPE20/S001/trackers/targetpole_movement_T009.csv,vr driving simulator/BIPE20/S001/trackers/rmcardemo_usa_movement_T009.csv,vr driving simulator/BIPE20/S001/trackers/main_camera_movement_T009.csv
vr driving simulator,BIPE20,1,10,1,10,166.6558,179.1156,0,5,190.0478,True,vr driving simulator/BIPE20/S001/trackers/targetpole_movement_T010.csv,vr driving simulator/BIPE20/S001/trackers/rmcardemo_usa_movement_T010.csv,vr driving simulator/BIPE20/S001/trackers/main_camera_movement_T010.csv
