experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,condition,targetspeed,map_rotation,hit,targetpole_movement_location_0,rmcardemo_usa_movement_location_0,main_camera_movement_location_0
vr driving simulator,RIMU08,2,1,1,1,10.47868,22.746,2,4,237.4955,True,vr driving simulator/RIMU08/S002/trackers/targetpole_movement_T001.csv,vr driving simulator/RIMU08/S002/trackers/rmcardemo_usa_movement_T001.csv,vr driving simulator/RIMU08/S002/trackers/main_camera_movement_T001.csv
vr driving simulator,RIMU08,2,2,1,2,22.746,33.05834,2,4,145.2802,True,vr driving simulator/RIMU08/S002/trackers/targetpole_movement_T002.csv,vr driving simulator/RIMU08/S002/trackers/rmcardemo_usa_movement_T002.csv,vr driving simulator/RIMU08/S002/trackers/main_camera_movement_T002.csv
vr driving simulator,RIMU08,2,3,1,3,33.05834,44.64935,2,4,176.5248,True,vr driving simulator/RIMU08/S002/trackers/targetpole_movement_T003.csv,vr driving simulator/RIMU08/S002/trackers/rmcardemo_usa_movement_T003.csv,vr driving simulator/RIMU08/S002/trackers/main_camera_movement_T003.csv
vr driving simulator,RIMU08,2,4,1,4,44.64935,57.38406,2,4,158.3012,True,vr driving simulator/RIMU08/S002/trackers/targetpole_movement_T004.csv,vr driving simulator/RIMU08/S002/trackers/rmcardemo_usa_movement_T004.csv,vr driving simulator/RIMU08/S002/trackers/main_camera_movement_T004.csv
vr driving simulator,RIMU08,2,5,1,5,57.38406,76.36539,2,6,107.4951,False,vr driving simulator/RIMU08/S002/trackers/targetpole_movement_T005.csv,vr driving simulator/RIMU08/S002/trackers/rmcardemo_usa_movement_T005.csv,vr driving simulator/RIMU08/S002/trackers/main_camera_movement_T005.csv
vr driving simulator,RIMU08,2,6,1,6,76.36539,92.03506,2,6,224.9328,False,vr driving simulator/RIMU08/S002/trackers/targetpole_movement_T006.csv,vr driving simulator/RIMU08/S002/trackers/rmcardemo_usa_movement_T006.csv,vr driving simulator/RIMU08/S002/trackers/main_camera_movement_T006.csv
vr driving simulator,RIMU08,2,7,1,7,92.03506,109.1824,2,5,150.9791,True,vr driving simulator/RIMU08/S002/trackers/targetpole_movement_T007.csv,vr driving simulator/RIMU08/S002/trackers/rmcardemo_usa_movement_T007.csv,vr driving simulator/RIMU08/S002/trackers/main_camera_movement_T007.csv
vr driving simulator,RIMU08,2,8,1,8,109.1824,123.1752,2,6,178.6999,False,vr driving simulator/RIMU08/S002/trackers/targetpole_movement_T008.csv,vr driving simulator/RIMU08/S002/trackers/rmcardemo_usa_movement_T008.csv,vr driving simulator/RIMU08/S002/trackers/main_camera_movement_T008.csv
vr driving simulator,RIMU08,2,9,1,9,123.1752,135.5007,2,5,102.7758,True,vr driving simulator/RIMU08/S002/trackers/targetpole_movement_T009.csv,vr driving simulator/RIMU08/S002/trackers/rmcardemo_usa_movement_T009.csv,vr driving simulator/RIMU08/S002/trackers/main_camera_movement_T009.csv
vr driving simulator,RIMU08,2,10,1,10,135.5007,157.2935,2,6,152.2681,True,vr driving simulator/RIMU08/S002/trackers/targetpole_movement_T010.csv,vr driving simulator/RIMU08/S002/trackers/rmcardemo_usa_movement_T010.csv,vr driving simulator/RIMU08/S002/trackers/main_camera_movement_T010.csv
