experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,condition,targetspeed,map_rotation,hit,targetpole_movement_location_0,rmcardemo_usa_movement_location_0,main_camera_movement_location_0
vr driving simulator,SUZI05,1,1,1,1,26.63218,38.74239,0,5,125.7741,False,vr driving simulator/SUZI05/S001/trackers/targetpole_movement_T001.csv,vr driving simulator/SUZI05/S001/trackers/rmcardemo_usa_movement_T001.csv,vr driving simulator/SUZI05/S001/trackers/main_camera_movement_T001.csv
vr driving simulator,SUZI05,1,2,1,2,38.74239,49.05391,0,4,200.8294,True,vr driving simulator/SUZI05/S001/trackers/targetpole_movement_T002.csv,vr driving simulator/SUZI05/S001/trackers/rmcardemo_usa_movement_T002.csv,vr driving simulator/SUZI05/S001/trackers/main_camera_movement_T002.csv
vr driving simulator,SUZI05,1,3,1,3,49.05391,59.74389,0,4,212.8392,True,vr driving simulator/SUZI05/S001/trackers/targetpole_movement_T003.csv,vr driving simulator/SUZI05/S001/trackers/rmcardemo_usa_movement_T003.csv,vr driving simulator/SUZI05/S001/trackers/main_camera_movement_T003.csv
vr driving simulator,SUZI05,1,4,1,4,59.74389,87.67854,0,6,111.7831,False,vr driving simulator/SUZI05/S001/trackers/targetpole_movement_T004.csv,vr driving simulator/SUZI05/S001/trackers/rmcardemo_usa_movement_T004.csv,vr driving simulator/SUZI05/S001/trackers/main_camera_movement_T004.csv
vr driving simulator,SUZI05,1,5,1,5,87.67854,97.78064,0,4,242.2038,True,vr driving simulator/SUZI05/S001/trackers/targetpole_movement_T005.csv,vr driving simulator/SUZI05/S001/trackers/rmcardemo_usa_movement_T005.csv,vr driving simulator/SUZI05/S001/trackers/main_camera_movement_T005.csv
vr driving simulator,SUZI05,1,6,1,6,97.78064,107.9387,0,4,183.7456,True,vr driving simulator/SUZI05/S001/trackers/targetpole_movement_T006.csv,vr driving simulator/SUZI05/S001/trackers/rmcardemo_usa_movement_T006.csv,vr driving simulator/SUZI05/S001/trackers/main_camera_movement_T006.csv
vr driving simulator,SUZI05,1,7,1,7,107.9387,121.7397,0,6,228.1365,True,vr driving simulator/SUZI05/S001/trackers/targetpole_movement_T007.csv,vr driving simulator/SUZI05/S001/trackers/rmcardemo_usa_movement_T007.csv,vr driving simulator/SUZI05/S001/trackers/main_camera_movement_T007.csv
vr driving simulator,SUZI05,1,8,1,8,121.7397,133.0299,0,5,147.8928,True,vr driving simulator/SUZI05/S001/trackers/targetpole_movement_T008.csv,vr driving simulator/SUZI05/S001/trackers/rmcardemo_usa_movement_T008.csv,vr driving simulator/SUZI05/S001/trackers/main_camera_movement_T008.csv
vr driving simulator,SUZI05,1,9,1,9,133.0299,144.0324,0,5,146.5549,True,vr driving simulator/SUZI05/S001/trackers/targetpole_movement_T009.csv,vr driving simulator/SUZI05/S001/trackers/rmcardemo_usa_movement_T009.csv,vr driving simulator/SUZI05/S001/trackers/main_camera_movement_T009.csv
vr driving simulator,SUZI05,1,10,1,10,144.0324,154.0901,0,4,222.9481,True,vr driving simulator/SUZI05/S001/trackers/targetpole_movement_T010.csv,vr driving simulator/SUZI05/S001/trackers/rmcardemo_usa_movement_T010.csv,vr driving simulator/SUZI05/S001/trackers/main_camera_movement_T010.csv
vr driving simulator,SUZI05,1,11,1,11,154.0901,170.782,0,6,254.1787,True,vr driving simulator/SUZI05/S001/trackers/targetpole_movement_T011.csv,vr driving simulator/SUZI05/S001/trackers/rmcardemo_usa_movement_T011.csv,vr driving simulator/SUZI05/S001/trackers/main_camera_movement_T011.csv
vr driving simulator,SUZI05,1,12,1,12,170.782,183.3509,0,6,147.6424,True,vr driving simulator/SUZI05/S001/trackers/targetpole_movement_T012.csv,vr driving simulator/SUZI05/S001/trackers/rmcardemo_usa_movement_T012.csv,vr driving simulator/SUZI05/S001/trackers/main_camera_movement_T012.csv
vr driving simulator,SUZI05,1,13,1,13,183.3509,194.3978,0,5,220.3104,True,vr driving simulator/SUZI05/S001/trackers/targetpole_movement_T013.csv,vr driving simulator/SUZI05/S001/trackers/rmcardemo_usa_movement_T013.csv,vr driving simulator/SUZI05/S001/trackers/main_camera_movement_T013.csv
